Barcode,gtin14,barcode_format,Name,Brand,ingredients,Nutrition facts,Image url,Source,health_profile,category,net_quantity,provenance,source_url,images_available
021130070114,00021130070114,UPC-A,2% Reduced Fat Milk,Lucerne Dairy Farms,"[""REDUCED FAT MILK"", ""FAT FREE MILK"", ""VITAMIN A PALMITATE"", ""VITAMIN D3""]","{""serving_size"": ""1 cup (240mL)"", ""servings_per_container"": ""About 8"", ""calories"": ""140"", ""total_fat"": ""5g"", ""saturated_fat"": ""3g"", ""trans_fat"": ""0g"", ""cholesterol"": ""25mg"", ""sodium"": ""150mg"", ""total_carbohydrate"": ""15g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""14g"", ""added_sugars"": ""0g"", ""protein"": ""10g"", ""vitamin_d"": ""2.6mcg"", ""calcium"": ""300mg"", ""iron"": ""0mg"", ""potassium"": ""450mg"", ""vitamin_a"": ""170mcg""}",withheld_for_review,US-retailer-1,healthy,milks,64 fl oz,own-photography,,yes
070852994055,00070852994055,UPC-A,Whole Milk Ultra-Pasteurized Vitamin D,Clover Sonoma,"[""Milk"", ""Vitamin D3""]","{""serving_size"": ""1 cup (240 mL)"", ""servings_per_container"": ""8"", ""calories"": ""160"", ""total_fat"": ""9g"", ""saturated_fat"": ""5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""35mg"", ""sodium"": ""125mg"", ""total_carbohydrate"": ""12g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""12g"", ""added_sugars"": ""0g"", ""protein"": ""8g"", ""vitamin_d"": ""2.5mcg"", ""calcium"": ""300mg"", ""iron"": ""0mg"", ""potassium"": ""410mg""}",withheld_for_review,US-retailer-1,better-for-you,milks,~1920 mL,own-photography,,yes
742365264757,00742365264757,UPC-A,Organic 2% Reduced Fat Milk,Horizon Organic,"[""GRADE A REDUCED FAT ORGANIC MILK"", ""GRADE A NONFAT ORGANIC MILK"", ""VITAMIN A PALMITATE"", ""VITAMIN D3""]","{""serving_size"": ""1 cup (240mL)"", ""servings_per_container"": ""About 8"", ""calories"": ""140"", ""total_fat"": ""5g"", ""saturated_fat"": ""3g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0g"", ""monounsaturated_fat"": ""1.5g"", ""cholesterol"": ""25mg"", ""sodium"": ""150mg"", ""total_carbohydrate"": ""15g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""14g"", ""added_sugars"": ""0g"", ""protein"": ""9g"", ""vitamin_d"": ""2.5mcg"", ""calcium"": ""340mg"", ""iron"": ""0mg"", ""potassium"": ""440mg"", ""vitamin_a"": ""150mcg"", ""riboflavin"": ""0.4mg"", ""vitamin_b12"": ""1.2mcg"", ""phosphorus"": ""240mg""}",withheld_for_review,US-retailer-1,healthy,milks,~1920 mL,own-photography,,yes
025293000995,00025293000995,UPC-A,Vanilla Almondmilk,Silk,"[""Almondmilk (Water, Almonds)"", ""Cane Sugar"", ""Vitamin and Mineral Blend (Calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2, Vitamin B12)"", ""Sea Salt"", ""Gellan Gum"", ""Dipotassium Phosphate"", ""Ascorbic Acid (Vitamin C To Protect Freshness)"", ""Natural Flavor""]","{""serving_size"": ""1 cup (240mL)"", ""servings_per_container"": ""About 8"", ""calories"": ""80"", ""total_fat"": ""2g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0.5g"", ""monounsaturated_fat"": ""1.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""130mg"", ""total_carbohydrate"": ""14g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""13g"", ""added_sugars"": ""13g"", ""protein"": ""1g"", ""vitamin_d"": ""4mcg"", ""calcium"": ""470mg"", ""iron"": ""0.4mg"", ""potassium"": ""0mg"", ""vitamin_a"": ""150mcg"", ""vitamin_e"": ""4mg"", ""vitamin_b12"": ""1.1mcg"", ""magnesium"": ""10mg""}",withheld_for_review,US-retailer-1,better-for-you,almond-based-drinks,1 l,own-photography,,yes
025293002289,00025293002289,UPC-A,Unsweet Coconutmilk,Silk,"[""Coconutmilk (Water, Coconut Cream)"", ""Vitamin and Mineral Blend (Calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2, Vitamin B12)"", ""Dipotassium Phosphate"", ""Sea Salt"", ""Gellan Gum"", ""Natural Flavor"", ""Ascorbic Acid (Vitamin C To Protect Freshness)""]","{""servings_per_container"": ""About 8"", ""serving_size"": ""1 cup (240mL)"", ""calories"": ""40"", ""total_fat"": ""4g"", ""saturated_fat"": ""3.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""50mg"", ""total_carbohydrate"": ""2g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""0g"", ""added_sugars"": ""0g"", ""protein"": ""0g"", ""vitamin_d"": ""4mcg"", ""calcium"": ""470mg"", ""iron"": ""0.5mg"", ""potassium"": ""310mg"", ""vitamin_a"": ""150mcg"", ""vitamin_e"": ""4mg"", ""vitamin_b12"": ""1.1mcg"", ""magnesium"": ""20mg""}",withheld_for_review,US-retailer-1,better-for-you,coconut-based-drinks,~1920 mL,own-photography,,yes
079893166773,00079893166773,UPC-A,Oatmilk Unsweetened Original,Open Nature,"[""Oat Beverage (Filtered Water, Oats)"", ""Potassium Phosphate"", ""Calcium Carbonate"", ""Tricalcium Phosphate"", ""Sea Salt"", ""Gellan Gum"", ""Vitamin A Palmitate"", ""Ergocalciferol (Vitamin D2)"", ""Riboflavin"", ""Vitamin B12""]","{""serving_size"": ""1 cup (240mL)"", ""servings_per_container"": ""About 7"", ""calories"": ""45"", ""total_fat"": ""0.5g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""100mg"", ""total_carbohydrate"": ""9g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""0g"", ""added_sugars"": ""0g"", ""protein"": ""1g"", ""vitamin_d"": ""3.6mcg"", ""calcium"": ""350mg"", ""iron"": ""0.35mg"", ""potassium"": ""340mg"", ""vitamin_a"": ""160mcg"", ""riboflavin"": ""0.13mg"", ""vitamin_b12"": ""1.2mcg""}",withheld_for_review,US-retailer-1,better-for-you,plant-based-beverages,~1680 mL,own-photography,,yes
050000322909,00050000322909,UPC-A,Coffee mate Hazelnut Liquid Coffee Creamer,Nestlé Coffee mate,"[""WATER"", ""SUGAR"", ""SOYBEAN OIL"", ""MICELLAR CASEIN (A MILK DERIVATIVE)"", ""DIPOTASSIUM PHOSPHATE"", ""MONO- AND DIGLYCERIDES"", ""CELLULOSE GEL"", ""CELLULOSE GUM"", ""NATURAL AND ARTIFICIAL FLAVOR"", ""CARRAGEENAN""]","{""serving_size"": ""1 tbsp (15 mL)"", ""servings_per_container"": ""About 63"", ""calories"": ""35"", ""total_fat"": ""1.5g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0g"", ""monounsaturated_fat"": ""1g"", ""cholesterol"": ""0mg"", ""sodium"": ""5mg"", ""total_carbohydrate"": ""5g"", ""total_sugars"": ""5g"", ""added_sugars"": ""5g"", ""protein"": ""0g""}",withheld_for_review,US-retailer-1,better-for-you,creamer,~945 mL,own-photography,,yes
850023192059,00850023192059,UPC-A,Apple Cranberry Granola with Subtle Curry Spices,NutHouse! Granola Co.,"[""ORGANIC GLUTEN-FREE OATS"", ""TREE NUTS (COCONUT, ALMONDS, WALNUTS)"", ""ORGANIC CANE SUGAR"", ""DRIED CRANBERRIES (CRANBERRIES, CANE SUGAR)"", ""APPLE SYRUP"", ""SAFFLOWER OIL"", ""PUMPKIN SEEDS"", ""ORGANIC AGAVE SYRUP"", ""CURRY POWDER"", ""KOSHER SALT"", ""NATURAL FLAVOR"", ""ROSEMARY EXTRACT""]","{""serving_size"": ""1/4 cup (28g)"", ""servings_per_container"": ""About 12"", ""calories"": ""110"", ""total_fat"": ""6g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""45mg"", ""total_carbohydrate"": ""14g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""5g"", ""added_sugars"": ""3g"", ""protein"": ""3g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""16mg"", ""iron"": ""1mg"", ""potassium"": ""49mg""}",withheld_for_review,US-retailer-1,better-for-you,breakfast-cereals,12 oz,own-photography,,yes
850047220813,00850047220813,UPC-A,Protein Nut Granola - Honey Nut,NuTrail,"[""SUNFLOWER SEEDS"", ""PUMPKIN SEEDS"", ""ERYTHRITOL"", ""WHEY PROTEIN CRISPS (WHEY PROTEIN CONCENTRATE, TAPIOCA STARCH)"", ""ALMONDS"", ""PECANS"", ""BUTTER (PASTEURIZED CREAM, NATURAL FLAVOR)"", ""WHEY PROTEIN CONCENTRATE"", ""NATURAL FLAVORS"", ""SALT"", ""MONKFRUIT EXTRACT""]","{""serving_size"": ""2/3 Cup (70g)"", ""servings_per_container"": ""About 3"", ""calories"": ""330"", ""total_fat"": ""25g"", ""saturated_fat"": ""5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""25mg"", ""sodium"": ""60mg"", ""total_carbohydrate"": ""19g"", ""dietary_fiber"": ""3g"", ""total_sugars"": ""1g"", ""added_sugars"": ""0g"", ""sugar_alcohol"": ""11g"", ""protein"": ""17g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""110mg"", ""iron"": ""2.1mg"", ""potassium"": ""200mg""}",withheld_for_review,US-retailer-1,better-for-you,mueslis,8 oz,own-photography,,yes
079893116563,00079893116563,UPC-A,"Quinoa, Chia & Flaxseed Granola",O Organics,"[""ORGANIC WHOLE ROLLED OATS"", ""ORGANIC CANE SUGAR"", ""ORGANIC EXPELLER PRESSED CANOLA OIL"", ""ORGANIC WHOLE GRAIN BLEND (ORGANIC AMARANTH, ORGANIC BARLEY, ORGANIC QUINOA)"", ""ORGANIC OAT SYRUP SOLIDS"", ""ORGANIC QUINOA FLAKES"", ""ORGANIC CHIA SEEDS"", ""ORGANIC FLAX SEEDS"", ""ORGANIC MOLASSES"", ""ORGANIC NATURAL FLAVOR"", ""SALT"", ""ORGANIC CINNAMON BARK"", ""MIXED TOCOPHEROLS (VITAMIN E TO MAINTAIN FRESHNESS)""]","{""serving_size"": ""1/2 cup (55g)"", ""servings_per_container"": ""About 8"", ""calories"": ""240"", ""total_fat"": ""8g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""75mg"", ""total_carbohydrate"": ""38g"", ""dietary_fiber"": ""5g"", ""total_sugars"": ""10g"", ""added_sugars"": ""10g"", ""protein"": ""6g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""40mg"", ""iron"": ""2mg"", ""potassium"": ""180mg""}",withheld_for_review,US-retailer-1,better-for-you,mueslis,~440 g,own-photography,,yes
018627115656,00018627115656,UPC-A,Kashi GO Peanut Butter Crunch Cereal,Kashi,"[""Soy flakes"", ""brown rice syrup"", ""peanut butter (peanuts)"", ""puffed whole grains blend (hard red wheat, triticale grain, brown rice, rye)"", ""cane sugar"", ""whole grain oats"", ""acacia gum"", ""expeller pressed canola oil"", ""oat fiber"", ""molasses"", ""sea salt"", ""peanut oil"", ""rosemary extract for freshness""]","{""servings_per_container"": ""About 8"", ""serving_size"": ""3/4 Cup (56g)"", ""calories"": ""220"", ""total_fat"": ""9g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""3g"", ""monounsaturated_fat"": ""4.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""140mg"", ""total_carbohydrate"": ""33g"", ""dietary_fiber"": ""10g"", ""soluble_fiber"": ""5g"", ""insoluble_fiber"": ""5g"", ""total_sugars"": ""10g"", ""added_sugars"": ""9g"", ""protein"": ""10g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""90mg"", ""iron"": ""1.5mg"", ""potassium"": ""450mg"", ""phosphorus"": ""10%"", ""magnesium"": ""15%"", ""zinc"": ""10%""}",withheld_for_review,US-retailer-1,healthy,cereal-bars,1.1 lb,own-photography,,yes
041192102233,00041192102233,UPC-A,Special K Red Berries,Kellogg's,"[""Whole grain wheat"", ""rice"", ""sugar"", ""freeze-dried strawberries"", ""wheat bran"", ""contains 2% or less of brown sugar syrup"", ""salt"", ""malt flavor"", ""Vitamin C (ascorbic acid)"", ""reduced iron"", ""vitamin E acetate"", ""niacinamide"", ""beta-carotene"", ""vitamin B6 (pyridoxine hydrochloride)"", ""vitamin B1 (thiamin hydrochloride)"", ""vitamin B2 (riboflavin)"", ""folic acid"", ""vitamin D3"", ""vitamin B12""]","{""serving_size"": ""1 Cup (39g)"", ""servings_per_container"": ""About 8"", ""calories"": ""140"", ""total_fat"": ""0.5g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0g"", ""monounsaturated_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""250mg"", ""total_carbohydrate"": ""34g"", ""dietary_fiber"": ""3g"", ""total_sugars"": ""11g"", ""added_sugars"": ""10g"", ""protein"": ""3g"", ""vitamin_d"": ""2mcg"", ""calcium"": ""10mg"", ""iron"": ""10.8mg"", ""potassium"": ""80mg""}",withheld_for_review,US-retailer-1,better-for-you,breakfast-cereals,~312 g,own-photography,,yes
602652276958,00602652276958,UPC-A,Protein From Real Food - Dark Chocolate Nut,KIND,"[""Peanuts"", ""almonds"", ""glucose syrup"", ""soy protein isolate"", ""honey"", ""palm kernel oil"", ""cane sugar"", ""chicory root fiber"", ""unsweetened chocolate"", ""alkalized cocoa"", ""soy lecithin"", ""natural flavor"", ""salt"", ""cocoa butter""]","{""servings_per_container"": ""5"", ""serving_size"": ""1 bar (50g)"", ""calories"": ""240"", ""total_fat"": ""17g"", ""saturated_fat"": ""4g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""2.5g"", ""monounsaturated_fat"": ""10g"", ""cholesterol"": ""0mg"", ""sodium"": ""125mg"", ""total_carbohydrate"": ""18g"", ""dietary_fiber"": ""5g"", ""total_sugars"": ""8g"", ""added_sugars"": ""6g"", ""sugar_alcohol"": ""0g"", ""protein"": ""12g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""42mg"", ""iron"": ""2mg"", ""potassium"": ""231mg""}",withheld_for_review,US-retailer-1,healthy,snacks,~250 g,own-photography,,yes
